Data,TEMP DO AR (º),TEMP MAX (ºC),TEMP MIN (ºC)
2018-07-21,2200,2900,
2018-07-20,2400,,1900
2018-07-19,2500,,1900
2018-07-19,2200,2800,
2018-07-18,2300,,1900
2018-07-18,2100,2500,
2018-07-17,2400,2000,
2018-07-17,2200,3000,
2018-07-16,2400,,2000
2018-07-16,2200,2700,
2018-07-15,2100,,1900
2018-07-15,2100,2500,
2018-07-14,2200,,1800
2018-07-14,2000,2500,
2018-07-13,2100,,2300
2018-07-13,1900,2100,
2018-07-12,1900,,1750
2018-07-12,1900,2100,
2018-07-11,1800,1700,
2018-07-11,1800,1800,
2018-07-10,2000,,1800
2018-07-09,2500,2800,
2018-07-08,2300,,1950
2018-07-08,2200,2500,
2018-07-07,2300,,1900
2018-07-07,2300,2500,
2018-07-06,2400,,2000
2018-07-06,2200,2500,
2018-07-05,2200,,2100
2018-07-06,2100,2500,
2018-07-04,2100,,1900
2018-07-04,2250,2500,
2018-07-03,2400,,2000
2018-07-08,2300,2700,
2018-07-02,2200,,1900
2018-07-02,2100,2300,
2018-07-01,2200,,1900
2018-07-01,2200,2800,
2018-06-30,2400,,1800
2018-06-28,2300,,1900
2018-06-28,2200,2400,
2018-06-27,2200,,2000
2018-06-27,2400,3100,
2018-06-26,2400,,1950
2018-06-26,2100,2600,
2018-06-25,2250,,2100
2018-06-25,2300,2800,
2018-06-24,2200,,2100
2018-06-24,2250,2600,
2018-06-23,2400,,2000
2018-06-23,2200,2800,
2018-06-22,2300,,2150
2018-06-21,2200,,2000
2018-06-21,2100,2500,
2018-06-20,2300,,2100
2018-06-20,2000,2500,
2018-06-19,2100,,1850
2018-06-19,2000,2200,
2018-06-18,1900,,1800
2018-06-18,2000,2400,
2018-06-17,2100,,1900
2018-06-17,1900,2000,
2018-06-16,2100,,2100
2018-06-16,2000,1900,
2018-06-15,1900,,1700
2018-06-15,1800,2000,
2018-06-14,2000,,1950
2018-06-14,2300,2800,
2018-06-13,2400,,2200
2018-06-12,2500,,2000
2018-06-12,2200,2550,
2018-06-11,2200,,1900
2018-06-10,2300,,2200
2018-06-10,2100,2350,
2018-06-09,2000,,1800
2018-06-09,2000,2100,
2018-06-08,2200,,2000
2018-06-08,2200,,2000
2018-06-07,2000,,2000
2018-06-07,2100,2500,
2018-06-06,2300,,1800
2018-06-06,1900,2200,
2018-06-05,2100,,1800
2018-06-05,1900,2100,
2018-06-04,1900,,2200
2018-06-04,2000,2400,
2018-06-03,2300,,2100
2018-06-03,2300,3100,
2018-06-02,2500,,1900
2018-06-02,2200,2900,
2018-06-01,2500,,2100
2018-06-01,2100,2800,
2018-05-31,2300,,1900
2018-05-31,2100,2400,
2018-05-30,2300,,2200
2018-05-30,2100,2700,
2018-05-29,2500,,2100
2018-05-29,2100,2600,
2018-05-28,2300,,1850
2018-05-28,2100,2600,
2018-05-27,2400,,1800
2018-05-27,2200,2800,
2018-05-26,2250,,2100
2018-05-26,2100,2700,
2018-05-25,2200,,1700
2018-05-25,2100,2500,
2018-05-24,2200,,1900
2018-05-24,2100,2200,
2018-05-23,2100,,2200
2018-05-23,2100,2600,
2018-05-22,2400,,1400
2018-05-22,1900,2500,
2018-05-21,2100,,1800
2018-05-21,2000,2200,
2018-05-20,2200,,1800
2018-05-20,2100,2900,
2018-05-19,2600,,2200
2018-05-18,2500,,2100
2018-05-18,2100,2400,
2018-05-17,2200,,1900
2018-05-17,2300,2900,
2018-05-16,2300,2700,
2018-05-15,2400,,2100
2018-05-15,2300,2600,
2018-05-14,2300,,1900
2018-05-14,2200,2400,
2018-05-13,2300,,1800
2018-05-12,2600,,1900
2018-05-12,2100,2800,
2018-05-11,2500,,2100
2018-05-11,2100,2800,
2018-05-10,2400,,1800
2018-05-10,2100,2800,
2018-05-09,2500,,2100
2018-05-08,2200,,2000
2018-05-08,2300,2800,
2018-05-07,2500,,2200
2018-05-07,2300,2700,
2018-05-06,2400,,1900
2018-05-06,2200,2800,
2018-05-05,2600,,1900
2018-05-04,2100,2700,
2018-05-03,2200,,1900
2018-05-03,2200,2500,
2018-05-02,2200,2600,
2018-05-01,2500,,2300
2018-05-01,2200,2700,
2018-04-30,2500,,1800
2018-04-30,2100,2900,
2018-04-29,2500,,2100
2018-04-29,2200,3000,
2018-04-28,2600,,1900
2018-04-28,2300,2800,
2018-04-27,2600,,2300
2018-04-27,2200,2600,
2018-04-26,2500,,1900
2018-04-26,2300,2900,
2018-04-25,2500,,2000
2018-04-25,2200,2800,
2018-04-24,2600,1900,
2018-04-24,2300,2600,
2018-04-23,2100,2900,
2018-04-22,2400,,1960
2018-04-22,2300,2600,
2018-04-21,2300,,2200
2018-04-21,2300,2700,
2018-04-20,2500,,2100
2018-04-20,2100,2800,
2018-04-19,2500,,1800
2018-04-19,2200,2700,
2018-04-18,2400,,1800
2018-04-17,2400,,1900
2018-04-17,2000,2500,
2018-04-16,2400,,2000
2018-04-16,2100,2400,
2018-04-15,2300,,2300
2018-04-15,2400,2600,
2018-04-14,2500,,2200
2018-04-13,2800,,2200
2018-04-13,2400,3100,
2018-04-12,2500,3100,
2018-04-11,2700,,2200
2018-04-10,2700,,2200
2018-04-10,2500,3000,
2018-04-09,2700,,2200
2018-04-09,2500,3200,
2018-04-08,2600,,2200
2018-04-07,2550,,2270
2018-04-07,2400,2400,
2018-04-06,2600,,2200
2018-04-06,2500,3000,
2018-04-05,2700,,2300
2018-04-05,2400,2800,
2018-04-04,2500,,2200
2018-04-04,2500,3000,
2018-04-03,2700,,2300
2018-04-02,,,2300
2018-04-02,2400,3100,
2018-04-01,2800,,2200
2018-04-01,2400,3100,
2018-03-31,2600,,2200
2018-03-31,2500,3100,
2018-03-30,2600,,2200
2018-03-30,2500,3100,
2018-03-29,2800,,2200
2018-03-29,2500,3100,
2018-03-28,2700,,2200
2018-03-28,2500,3200,
2018-03-27,2600,,2200
2018-03-27,2500,3300,
2018-03-26,2900,,2300
2018-03-26,2400,3300,
2018-03-25,2700,,2200
2018-03-25,2500,3200,
2018-03-24,2900,,2300
2018-03-24,2500,3200,
2018-03-23,2700,,2200
2018-03-23,2500,2600,
2018-03-22,2400,,2400
2018-03-22,2400,2900,
2018-03-21,2800,,2400
2018-03-21,2700,3000,
2018-03-20,3000,,2600
2018-03-20,2700,3400,
2018-03-19,2700,,2300
2018-03-19,2600,3200,
2018-03-18,2700,,2300
2018-03-18,2500,3200,
2018-03-17,2800,,2400
2018-03-17,2600,3000,
2018-03-16,3000,,2600
2018-03-16,2700,3400,
2018-03-15,2700,,2300
2018-03-15,2700,3300,
2018-03-14,2800,,2300
2018-03-14,2600,2900,
2018-03-13,2600,,2400
2018-03-13,2600,3200,
2018-03-12,2900,,2300
2018-03-12,2400,2900,
2018-03-11,2600,,2300
2018-03-11,2500,3200,
2018-03-10,2800,,2300
2018-03-10,2500,2800,
2018-03-09,2600,,2300
2018-03-09,2400,2400,
2018-03-08,2400,,2300
2018-03-08,2700,3400,
2018-03-08,2700,3400,
2018-03-07,2900,,2500
2018-03-07,2600,3200,
2018-03-06,2800,,2600
2018-03-06,2700,3100,
2018-03-05,2900,,2500
2018-03-05,2600,3200,
2018-03-04,2900,,2500
2018-03-04,2600,3200,
2018-03-03,2800,,2600
2018-03-03,2700,3200,
2018-03-02,2800,,2600
2018-03-02,2500,3300,
2018-03-01,2600,,2300
2018-03-01,2500,3100,
2018-02-28,2500,,2300
2018-02-28,2300,2800,
2018-02-27,2500,,2300
2018-02-27,2500,2900,
2018-02-26,2500,,2300
2018-02-26,2500,3100,
2018-02-25,2700,,2200
2018-02-25,2400,2500,
2018-02-24,2300,,2200
2018-02-24,2300,2700,
2018-02-23,2600,,2300
2018-02-23,2500,3000,
2018-02-22,2500,,2200
2018-02-22,2700,3200,
2018-02-21,2900,,2500
2018-02-21,2600,3400,
2018-02-20,2700,,2200
2018-02-20,2300,3400,
2018-02-20,2300,3400,
2018-02-19,2700,,2200
2018-02-18,2600,,2300
2018-02-17,2500,2900,
2018-02-16,2600,,2200
2018-02-16,2400,2800,
2018-02-15,3000,,2550
2018-02-15,2500,,2200
2018-02-15,2500,3100,
2018-02-14,2400,,2200
2018-02-14,2500,3500,
2018-02-13,2700,,2600
2018-02-13,2600,3600,
2018-02-12,2800,,2600
2018-02-12,2700,3400,
2018-02-11,2800,,2550
2018-02-11,2700,3500,
2018-02-10,2600,,2400
2018-02-10,2600,3500,
2018-02-09,2800,,2200
2018-02-09,2500,3000,
2018-02-08,2700,,2300
2018-02-08,2500,2800,
2018-02-07,2500,,2200
2018-02-06,3000,,2000
2018-02-06,2100,2600,
2018-02-05,2400,,2100
2018-02-05,2400,2700,
2018-02-04,2400,,2200
2018-02-03,2300,2900,
2018-02-03,2600,,2200
2018-02-03,2400,2900,
2018-02-02,2600,,2300
2018-02-02,2400,2800,
2018-02-01,2450,,2200
2018-02-01,2400,2800,
2018-01-31,2400,2200,
2018-01-30,2700,3000,
2018-01-28,1290,,2300
2018-01-28,2500,2900,
2018-01-27,2800,,2800
2018-01-27,2500,3500,
2018-01-26,2800,,2900
2018-01-26,2800,2900,
2018-01-25,2800,,2600
2018-01-25,2800,3500,
2018-01-24,2800,,2700
2018-01-23,2800,,2600
2018-01-23,2800,3200,
2018-01-22,2900,,2600
2018-01-22,2700,2900,
2018-01-21,2800,,2900
2018-01-20,2500,,2800
2018-01-20,2600,3300,
2018-01-19,2500,3300,
2018-01-18,2800,,2300
2018-01-18,2500,3200,
2018-01-17,2600,,2300
2018-01-17,2500,2700,
2018-01-16,2900,,2300
2018-01-16,2300,2900,
2018-01-15,2600,,2900
2018-01-15,2500,2700,
2018-01-14,2550,,2700
2018-01-14,2300,2900,
2018-01-13,2300,2800,
2018-01-12,2400,,2200
2018-01-12,2200,2900,
2018-01-11,2800,,2200
2018-01-11,2400,3200,
2018-01-10,2800,,2300
2018-01-10,2400,3100,
2018-01-09,2500,,2400
2018-01-09,2350,2500,
2018-01-08,2300,,2400
2018-01-08,2300,2600,
2018-01-07,2450,,2500
2018-01-06,2400,2800,
2018-01-05,2400,,2000
2018-01-05,2100,3200,
2018-01-04,2400,,2500
2018-01-04,2600,3200,
2018-01-03,2950,,2400
2018-01-02,2600,3100,
2018-01-01,2550,3200,
2017-12-31,2700,,2300
2017-12-31,2400,2400,
2017-12-30,2400,,3200
2017-12-29,2400,3200,
2017-12-28,2650,,2900
2017-12-28,2900,3100,
2017-12-27,2750,,2900
2017-12-27,2500,3100,
2017-12-26,2550,,2200
2017-12-25,2750,,2300
2017-12-24,2450,,1800
,1950,2250,
,2150,2700,
,1850,2050,
,2200,2050,
2017-12-23,1950,,1700
2017-12-23,2050,,1950
2017-12-22,2600,,1900
,2050,2050,
2017-12-25,2300,,1900
,2250,2400,
2017-12-25,2350,,1900
,2000,2900,
,2000,2950,
,2200,3000,
,2100,2200,
,2100,2100,
,2400,2700,
,2300,2900,
,2300,2600,
2017-12-10,2100,2900,
2017-11-10,2800,,2100
2017-12-10,2700,,2100
2017-11-10,2100,2900,
2017-10-10,2000,2900,
2017-10-10,2800,,2200
2017-09-10,2800,,2200
2017-09-10,1900,2600,
2017-08-10,2500,,2100
2017-07-10,2200,,2300
2017-08-10,2100,2300,
2017-07-10,2000,2900,
2017-06-10,2600,,2200
2017-06-10,2600,,2500
2017-06-10,2200,2800,
2017-05-10,2200,2200,
2017-05-10,2300,,2200
2017-04-10,2200,,1800
2017-03-10,2500,3300,
2017-03-10,2200,2000,
2017-04-10,2200,2200,
2017-01-10,2600,,1900
2017-02-10,2100,2700,
2017-02-10,3100,,1900
2017-01-10,2100,2400,
,2100,2400,
,2100,2400,
,1900,2900,
,1900,2900,
