Ano,Mês,Município,Pescado,Tipo de Pesca,valor estimado no período
2017,1,Santos/Guarujá,Abrótea,Industrial,"R$ 785,10"
2017,1,Santos/Guarujá,Anequim,Industrial,"R$ 15.000,00"
2017,1,Santos/Guarujá,Atuns agrupados,Industrial,"R$ 1.170,00"
2017,1,Santos/Guarujá,Bagre,Industrial,"R$ 1.128,00"
2017,1,Santos/Guarujá,Bagre-amarelo,Artesanal,"R$ 38,00"
2017,1,Santos/Guarujá,Bagre-branco,Artesanal,"R$ 105,00"
2017,1,Santos/Guarujá,Bagre-branco,Industrial,"R$ 3.418,43"
2017,1,Santos/Guarujá,Betara,Artesanal,"R$ 794,45"
2017,1,Santos/Guarujá,Betara,Industrial,"R$ 54.764,63"
2017,1,Santos/Guarujá,Bicuda,Industrial,"R$ 130,00"
2017,1,Santos/Guarujá,Bonitos agrupados,Industrial,"R$ 38.400,00"
2017,1,Santos/Guarujá,Cabrinha,Artesanal,"R$ 750,00"
2017,1,Santos/Guarujá,Cabrinha,Industrial,"R$ 29.796,88"
2017,1,Santos/Guarujá,Cação-azul,Industrial,"R$ 16.500,00"
2017,1,Santos/Guarujá,Cação-rola-rola,Industrial,"R$ 960,00"
2017,1,Santos/Guarujá,Camarão-legítimo,Artesanal,"R$ 63.283,69"
2017,1,Santos/Guarujá,Camarão-legítimo,Industrial,"R$ 3.390,00"
2017,1,Santos/Guarujá,Camarão-rosa,Artesanal,"R$ 14.633,33"
2017,1,Santos/Guarujá,Camarão-rosa,Industrial,"R$ 374.562,00"
2017,1,Santos/Guarujá,Camarão-sete-barbas,Artesanal,"R$ 277.777,88"
2017,1,Santos/Guarujá,Caranguejo-uçá,Artesanal,"R$ 26.109,08"
2017,1,Santos/Guarujá,Carapau,Industrial,"R$ 6.430,00"
2017,1,Santos/Guarujá,Castanha,Industrial,"R$ 2.127,60"
2017,1,Santos/Guarujá,Corvina,Artesanal,"R$ 7.948,25"
2017,1,Santos/Guarujá,Corvina,Industrial,"R$ 196.068,18"
2017,1,Santos/Guarujá,Espada,Artesanal,"R$ 142,75"
2017,1,Santos/Guarujá,Espada,Industrial,"R$ 465.448,99"
2017,1,Santos/Guarujá,Espadarte,Industrial,"R$ 17.500,00"
2017,1,Santos/Guarujá,Galo,Industrial,"R$ 40.210,00"
2017,1,Santos/Guarujá,Garoupa,Industrial,"R$ 295,00"
2017,1,Santos/Guarujá,Goete,Artesanal,"R$ 200,00"
2017,1,Santos/Guarujá,Goete,Industrial,"R$ 155.284,64"
2017,1,Santos/Guarujá,Gordinho,Industrial,"R$ 5.630,83"
2017,1,Santos/Guarujá,Guaivira,Artesanal,"R$ 2.647,50"
2017,1,Santos/Guarujá,Guaivira,Industrial,"R$ 3.492,00"
2017,1,Santos/Guarujá,Linguado,Industrial,"R$ 29.516,67"
2017,1,Santos/Guarujá,Linguado-areia,Industrial,"R$ 720,00"
2017,1,Santos/Guarujá,Lula,Industrial,"R$ 91.677,13"
2017,1,Santos/Guarujá,Machote,Artesanal,"R$ 120,00"
2017,1,Santos/Guarujá,Maria-luíza,Artesanal,"R$ 160,00"
2017,1,Santos/Guarujá,Maria-luíza,Industrial,"R$ 180,00"
2017,1,Santos/Guarujá,Maria-mole,Industrial,"R$ 267,10"
2017,1,Santos/Guarujá,Mexilhão,Artesanal,"R$ 15.687,50"
2017,1,Santos/Guarujá,Mistura,Artesanal,"R$ 8.374,71"
2017,1,Santos/Guarujá,Mistura,Industrial,"R$ 23.144,32"
2017,1,Santos/Guarujá,Namorado,Industrial,"R$ 1.297,00"
2017,1,Santos/Guarujá,Olho-de-cão,Industrial,"R$ 7.722,00"
2017,1,Santos/Guarujá,Oveva,Artesanal,"R$ 1.705,00"
2017,1,Santos/Guarujá,Oveva,Industrial,"R$ 4.162,50"
2017,1,Santos/Guarujá,Palombeta,Industrial,"R$ 90.000,00"
2017,1,Santos/Guarujá,Pampo,Artesanal,"R$ 151,00"
2017,1,Santos/Guarujá,Pargo-rosa,Industrial,"R$ 148,45"
2017,1,Santos/Guarujá,Pescada-amarela,Artesanal,"R$ 4.968,75"
2017,1,Santos/Guarujá,Pescada-banana,Artesanal,"R$ 112,50"
2017,1,Santos/Guarujá,Pescada-banana,Industrial,"R$ 375,00"
2017,1,Santos/Guarujá,Pescada-branca,Artesanal,"R$ 40,00"
2017,1,Santos/Guarujá,Pescada-branca,Industrial,"R$ 32.660,00"
2017,1,Santos/Guarujá,Pescada-cambucu,Artesanal,"R$ 371,25"
2017,1,Santos/Guarujá,Pescada-foguete,Artesanal,"R$ 84.956,50"
2017,1,Santos/Guarujá,Pescada-foguete,Industrial,"R$ 53.315,25"
2017,1,Santos/Guarujá,Polvo,Artesanal,"R$ 600,00"
2017,1,Santos/Guarujá,Polvo,Industrial,"R$ 195.356,00"
2017,1,Santos/Guarujá,Porco,Artesanal,"R$ 6.500,00"
2017,1,Santos/Guarujá,Porco,Industrial,"R$ 34.809,40"
2017,1,Santos/Guarujá,Porco-chinelo,Industrial,"R$ 710,00"
2017,1,Santos/Guarujá,Raia-emplastro,Industrial,"R$ 525,00"
2017,1,Santos/Guarujá,Raias agrupadas,Industrial,"R$ 410,00"
2017,1,Santos/Guarujá,Robalo-flecha,Artesanal,"R$ 355,00"
2017,1,Santos/Guarujá,Robalo-peva,Artesanal,"R$ 3.014,75"
2017,1,Santos/Guarujá,Robalo-peva,Industrial,"R$ 660,00"
2017,1,Santos/Guarujá,Roncador,Industrial,"R$ 17.420,00"
2017,1,Santos/Guarujá,Sapateira,Industrial,"R$ 1.850,00"
2017,1,Santos/Guarujá,Saquaritá,Artesanal,"R$ 83,00"
2017,1,Santos/Guarujá,Sargo,Artesanal,"R$ 138,00"
2017,1,Santos/Guarujá,Siri-azul,Artesanal,"R$ 852,50"
2017,1,Santos/Guarujá,Siris agrupados,Artesanal,"R$ 50,00"
2017,1,Santos/Guarujá,Tira-vira,Industrial,"R$ 2.345,00"
2017,1,Santos/Guarujá,Trilha,Industrial,"R$ 3.722,70"
2017,1,Santos/Guarujá,Vermelho,Artesanal,"R$ 4,50"
2017,1,Santos/Guarujá,Vermelho,Industrial,"R$ 47,50"
2017,1,Santos/Guarujá,Viola,Industrial,"R$ 4.785,00"
2017,1,Santos/Guarujá,,Artesanal,"R$ 0,00"
2017,2,Santos/Guarujá,Abrótea,Industrial,"R$ 503,35"
2017,2,Santos/Guarujá,Agulhão-negro,Industrial,"R$ 6.960,00"
2017,2,Santos/Guarujá,Anequim,Artesanal,"R$ 240,00"
2017,2,Santos/Guarujá,Anequim,Industrial,"R$ 49.400,00"
2017,2,Santos/Guarujá,Atuns agrupados,Industrial,"R$ 4.500,00"
2017,2,Santos/Guarujá,Bagre,Industrial,"R$ 3.018,60"
2017,2,Santos/Guarujá,Bagre-branco,Artesanal,"R$ 84,00"
2017,2,Santos/Guarujá,Bagre-branco,Industrial,"R$ 7.475,75"
2017,2,Santos/Guarujá,Betara,Artesanal,"R$ 412,00"
2017,2,Santos/Guarujá,Betara,Industrial,"R$ 37.971,82"
2017,2,Santos/Guarujá,Bicuda,Artesanal,"R$ 59,00"
2017,2,Santos/Guarujá,Bicuda,Industrial,"R$ 1.589,40"
2017,2,Santos/Guarujá,Bonitos agrupados,Industrial,"R$ 27.118,00"
2017,2,Santos/Guarujá,Cabrinha,Artesanal,"R$ 650,00"
2017,2,Santos/Guarujá,Cabrinha,Industrial,"R$ 38.888,39"
2017,2,Santos/Guarujá,Cação-azul,Industrial,"R$ 68.700,00"
2017,2,Santos/Guarujá,Cação-rola-rola,Industrial,"R$ 1.062,50"
2017,2,Santos/Guarujá,Cações agrupados,Industrial,"R$ 680,00"
2017,2,Santos/Guarujá,Camarão-legítimo,Artesanal,"R$ 103.870,05"
2017,2,Santos/Guarujá,Camarão-rosa,Artesanal,"R$ 20.800,00"
2017,2,Santos/Guarujá,Camarão-rosa,Industrial,"R$ 1.002.876,50"
2017,2,Santos/Guarujá,Camarão-sete-barbas,Artesanal,"R$ 585.260,62"
2017,2,Santos/Guarujá,Caranguejo-uçá,Artesanal,"R$ 17.280,00"
2017,2,Santos/Guarujá,Carapau,Artesanal,"R$ 2.418,33"
2017,2,Santos/Guarujá,Carapau,Industrial,"R$ 34.030,00"
2017,2,Santos/Guarujá,Caratinga,Industrial,"R$ 45,00"
2017,2,Santos/Guarujá,Castanha,Industrial,"R$ 6.842,50"
2017,2,Santos/Guarujá,Corvina,Artesanal,"R$ 9.384,18"
2017,2,Santos/Guarujá,Corvina,Industrial,"R$ 233.330,82"
2017,2,Santos/Guarujá,Espada,Artesanal,"R$ 651,25"
2017,2,Santos/Guarujá,Espada,Industrial,"R$ 29.668,48"
2017,2,Santos/Guarujá,Espadarte,Industrial,"R$ 116.820,00"
2017,2,Santos/Guarujá,Galo,Industrial,"R$ 2.392,18"
2017,2,Santos/Guarujá,Garoupa,Industrial,"R$ 180,00"
2017,2,Santos/Guarujá,Goete,Industrial,"R$ 130.659,34"
2017,2,Santos/Guarujá,Gordinho,Industrial,"R$ 4.285,74"
2017,2,Santos/Guarujá,Guaivira,Artesanal,"R$ 1.594,25"
2017,2,Santos/Guarujá,Guaivira,Industrial,"R$ 6.364,50"
2017,2,Santos/Guarujá,Linguado,Artesanal,"R$ 1.080,00"
2017,2,Santos/Guarujá,Linguado,Industrial,"R$ 19.644,00"
2017,2,Santos/Guarujá,Linguado-areia,Industrial,"R$ 604,00"
2017,2,Santos/Guarujá,Lua,Industrial,"R$ 960,00"
2017,2,Santos/Guarujá,Lula,Artesanal,"R$ 98,00"
2017,2,Santos/Guarujá,Lula,Industrial,"R$ 16.227,42"
2017,2,Santos/Guarujá,Maria-luíza,Artesanal,"R$ 302,00"
2017,2,Santos/Guarujá,Maria-luíza,Industrial,"R$ 400,00"
2017,2,Santos/Guarujá,Maria-mole,Industrial,"R$ 306,00"
2017,2,Santos/Guarujá,Mexilhão,Artesanal,"R$ 14.237,50"
2017,2,Santos/Guarujá,Mistura,Artesanal,"R$ 10.924,56"
2017,2,Santos/Guarujá,Mistura,Industrial,"R$ 38.140,58"
2017,2,Santos/Guarujá,Namorado,Industrial,"R$ 1.793,50"
2017,2,Santos/Guarujá,Olho-de-cão,Industrial,"R$ 12.950,13"
2017,2,Santos/Guarujá,Oveva,Artesanal,"R$ 2.375,00"
2017,2,Santos/Guarujá,Oveva,Industrial,"R$ 3.091,25"
2017,2,Santos/Guarujá,Palombeta,Industrial,"R$ 34.552,80"
2017,2,Santos/Guarujá,Pampo,Artesanal,"R$ 48,00"
2017,2,Santos/Guarujá,Pargo-rosa,Industrial,"R$ 569,05"
2017,2,Santos/Guarujá,Paru,Artesanal,"R$ 127,00"
2017,2,Santos/Guarujá,Paru,Industrial,"R$ 7.910,00"
2017,2,Santos/Guarujá,Peixe-prego,Industrial,"R$ 80.000,00"
2017,2,Santos/Guarujá,Pescada-amarela,Artesanal,"R$ 907,50"
2017,2,Santos/Guarujá,Pescada-banana,Artesanal,"R$ 915,00"
2017,2,Santos/Guarujá,Pescada-banana,Industrial,"R$ 18.770,00"
2017,2,Santos/Guarujá,Pescada-branca,Artesanal,"R$ 349,00"
2017,2,Santos/Guarujá,Pescada-branca,Industrial,"R$ 9.157,00"
2017,2,Santos/Guarujá,Pescada-cambucu,Artesanal,"R$ 445,00"
2017,2,Santos/Guarujá,Pescada-cambucu,Industrial,"R$ 7.740,00"
2017,2,Santos/Guarujá,Pescada-foguete,Artesanal,"R$ 85.838,00"
2017,2,Santos/Guarujá,Pescada-foguete,Industrial,"R$ 74.811,75"
2017,2,Santos/Guarujá,Pirajica,Artesanal,"R$ 35,00"
2017,2,Santos/Guarujá,Polvo,Artesanal,"R$ 2.070,00"
2017,2,Santos/Guarujá,Polvo,Industrial,"R$ 272.481,50"
2017,2,Santos/Guarujá,Polvo-saquinho,Industrial,"R$ 455,00"
2017,2,Santos/Guarujá,Porco,Artesanal,"R$ 2.652,50"
2017,2,Santos/Guarujá,Porco,Industrial,"R$ 64.989,04"
2017,2,Santos/Guarujá,Porco-chinelo,Industrial,"R$ 8.330,00"
2017,2,Santos/Guarujá,Raia-emplastro,Industrial,"R$ 1.032,81"
2017,2,Santos/Guarujá,Raia-emplastro-castelnaui,Artesanal,"R$ 75,00"
2017,2,Santos/Guarujá,Raias agrupadas,Industrial,"R$ 2.950,00"
2017,2,Santos/Guarujá,Robalo,Industrial,"R$ 3.556,96"
2017,2,Santos/Guarujá,Robalo-flecha,Artesanal,"R$ 260,00"
2017,2,Santos/Guarujá,Robalo-peva,Artesanal,"R$ 2.143,50"
2017,2,Santos/Guarujá,Robalo-peva,Industrial,"R$ 2.055,00"
2017,2,Santos/Guarujá,Roncador,Industrial,"R$ 7.860,00"
2017,2,Santos/Guarujá,Sapateira,Industrial,"R$ 3.850,50"
2017,2,Santos/Guarujá,Saquaritá,Artesanal,"R$ 150,00"
2017,2,Santos/Guarujá,Sargo,Artesanal,"R$ 366,00"
2017,2,Santos/Guarujá,Siri-azul,Artesanal,"R$ 832,90"
2017,2,Santos/Guarujá,Sororoca,Artesanal,"R$ 30,00"
2017,2,Santos/Guarujá,Tira-vira,Industrial,"R$ 2.623,60"
2017,2,Santos/Guarujá,Trilha,Industrial,"R$ 3.208,05"
2017,2,Santos/Guarujá,Vermelho,Industrial,"R$ 938,20"
2017,2,Santos/Guarujá,Viola,Industrial,"R$ 2.838,00"
2017,2,Santos/Guarujá,,Artesanal,"R$ 0,00"
2017,3,Santos/Guarujá,Abrótea,Industrial,"R$ 6.817,50"
2017,3,Santos/Guarujá,Anequim,Industrial,"R$ 144.050,00"
2017,3,Santos/Guarujá,Atuns agrupados,Industrial,"R$ 4.080,00"
2017,3,Santos/Guarujá,Bagre-branco,Artesanal,"R$ 142,50"
2017,3,Santos/Guarujá,Bagre-branco,Industrial,"R$ 21.067,68"
2017,3,Santos/Guarujá,Betara,Artesanal,"R$ 220,00"
2017,3,Santos/Guarujá,Betara,Industrial,"R$ 62.464,40"
2017,3,Santos/Guarujá,Bicuda,Industrial,"R$ 2.061,00"
2017,3,Santos/Guarujá,Cabrinha,Industrial,"R$ 41.452,25"
2017,3,Santos/Guarujá,Cação-azul,Industrial,"R$ 3.600,00"
2017,3,Santos/Guarujá,Cações agrupados,Industrial,"R$ 6.592,00"
2017,3,Santos/Guarujá,Camarão-legítimo,Artesanal,"R$ 14.432,00"
2017,3,Santos/Guarujá,Camarão-rosa,Industrial,"R$ 613.347,75"
2017,3,Santos/Guarujá,Camarão-sete-barbas,Artesanal,"R$ 54.600,00"
2017,3,Santos/Guarujá,Caranguejo-uçá,Artesanal,"R$ 21.589,00"
2017,3,Santos/Guarujá,Carapau,Artesanal,"R$ 680,75"
2017,3,Santos/Guarujá,Carapau,Industrial,"R$ 395.878,00"
2017,3,Santos/Guarujá,Carapeba,Industrial,"R$ 160,50"
2017,3,Santos/Guarujá,Castanha,Industrial,"R$ 1.110,00"
2017,3,Santos/Guarujá,Cavalinha,Industrial,"R$ 7.117,50"
2017,3,Santos/Guarujá,Congro-rosa,Industrial,"R$ 16.640,00"
2017,3,Santos/Guarujá,Corvina,Artesanal,"R$ 2.849,67"
2017,3,Santos/Guarujá,Corvina,Industrial,"R$ 376.160,15"
2017,3,Santos/Guarujá,Enchova-preta,Industrial,"R$ 126.600,00"
2017,3,Santos/Guarujá,Espada,Artesanal,"R$ 448,00"
2017,3,Santos/Guarujá,Espada,Industrial,"R$ 27.130,65"
2017,3,Santos/Guarujá,Espadarte,Industrial,"R$ 63.500,00"
2017,3,Santos/Guarujá,Galo,Artesanal,"R$ 24,50"
2017,3,Santos/Guarujá,Galo,Industrial,"R$ 3.092,00"
2017,3,Santos/Guarujá,Galo-de-penacho,Industrial,"R$ 860,00"
2017,3,Santos/Guarujá,Galo-sem-penacho,Industrial,"R$ 967,50"
2017,3,Santos/Guarujá,Garoupa,Artesanal,"R$ 25,00"
2017,3,Santos/Guarujá,Goete,Industrial,"R$ 177.098,20"
2017,3,Santos/Guarujá,Gordinho,Industrial,"R$ 9.448,20"
2017,3,Santos/Guarujá,Guaivira,Artesanal,"R$ 333,00"
2017,3,Santos/Guarujá,Guaivira,Industrial,"R$ 7.211,25"
2017,3,Santos/Guarujá,Lagostim,Industrial,"R$ 10.032,00"
2017,3,Santos/Guarujá,Linguado,Industrial,"R$ 16.960,00"
2017,3,Santos/Guarujá,Linguado-areia,Industrial,"R$ 5.610,00"
2017,3,Santos/Guarujá,Lula,Industrial,"R$ 16.583,00"
2017,3,Santos/Guarujá,Maria-mole,Industrial,"R$ 1.807,25"
2017,3,Santos/Guarujá,Merluza,Industrial,"R$ 10.689,30"
2017,3,Santos/Guarujá,Mexilhão,Artesanal,"R$ 2.937,50"
2017,3,Santos/Guarujá,Mistura,Artesanal,"R$ 3.264,50"
2017,3,Santos/Guarujá,Mistura,Industrial,"R$ 86.355,85"
2017,3,Santos/Guarujá,Namorado,Industrial,"R$ 641,00"
2017,3,Santos/Guarujá,Olho-de-cão,Industrial,"R$ 28.697,50"
2017,3,Santos/Guarujá,Oveva,Artesanal,"R$ 840,00"
2017,3,Santos/Guarujá,Oveva,Industrial,"R$ 2.199,30"
2017,3,Santos/Guarujá,Palombeta,Industrial,"R$ 258,50"
2017,3,Santos/Guarujá,Pampo,Artesanal,"R$ 207,00"
2017,3,Santos/Guarujá,Pargo-rosa,Industrial,"R$ 685,30"
2017,3,Santos/Guarujá,Paru,Artesanal,"R$ 108,25"
2017,3,Santos/Guarujá,Paru,Industrial,"R$ 2.340,00"
2017,3,Santos/Guarujá,Pescada-amarela,Artesanal,"R$ 180,00"
2017,3,Santos/Guarujá,Pescada-branca,Industrial,"R$ 21.972,00"
2017,3,Santos/Guarujá,Pescada-cambucu,Artesanal,"R$ 120,00"
2017,3,Santos/Guarujá,Pescada-cambucu,Industrial,"R$ 14.580,00"
2017,3,Santos/Guarujá,Pescada-dentão,Industrial,"R$ 4.095,00"
2017,3,Santos/Guarujá,Pescada-foguete,Artesanal,"R$ 22.493,25"
2017,3,Santos/Guarujá,Pescada-foguete,Industrial,"R$ 53.901,00"
2017,3,Santos/Guarujá,Polvo,Industrial,"R$ 294.380,00"
2017,3,Santos/Guarujá,Polvo-saquinho,Industrial,"R$ 117,00"
2017,3,Santos/Guarujá,Porco,Industrial,"R$ 44.161,08"
2017,3,Santos/Guarujá,Raias agrupadas,Industrial,"R$ 6.088,75"
2017,3,Santos/Guarujá,Robalo-flecha,Artesanal,"R$ 540,00"
2017,3,Santos/Guarujá,Robalo-peva,Artesanal,"R$ 2.480,00"
2017,3,Santos/Guarujá,Robalo-peva,Industrial,"R$ 8.686,00"
2017,3,Santos/Guarujá,Roncador,Industrial,"R$ 30.324,25"
2017,3,Santos/Guarujá,Sapateira,Industrial,"R$ 2.845,50"
2017,3,Santos/Guarujá,Sardinha-verdadeira,Industrial,"R$ 148.150,00"
2017,3,Santos/Guarujá,Sargo,Artesanal,"R$ 595,25"
2017,3,Santos/Guarujá,Tira-vira,Industrial,"R$ 879,55"
2017,3,Santos/Guarujá,Trilha,Industrial,"R$ 971,75"
2017,3,Santos/Guarujá,,Artesanal,"R$ 0,00"
2017,4,Santos/Guarujá,Abrótea,Industrial,"R$ 10.016,20"
2017,4,Santos/Guarujá,Bagre-branco,Artesanal,"R$ 595,00"
2017,4,Santos/Guarujá,Bagre-branco,Industrial,"R$ 6.120,00"
2017,4,Santos/Guarujá,Betara,Artesanal,"R$ 650,00"
2017,4,Santos/Guarujá,Betara,Industrial,"R$ 26.725,13"
2017,4,Santos/Guarujá,Bicuda,Industrial,"R$ 1.904,00"
2017,4,Santos/Guarujá,Cabrinha,Industrial,"R$ 17.678,80"
2017,4,Santos/Guarujá,Camarão-cristalino,Industrial,"R$ 4.400,00"
2017,4,Santos/Guarujá,Cambeva,Artesanal,"R$ 130,00"
2017,4,Santos/Guarujá,Caranguejo-uçá,Artesanal,"R$ 18.970,00"
2017,4,Santos/Guarujá,Carapau,Artesanal,"R$ 475,00"
2017,4,Santos/Guarujá,Carapau,Industrial,"R$ 37.070,00"
2017,4,Santos/Guarujá,Castanha,Industrial,"R$ 7.552,20"
2017,4,Santos/Guarujá,Congro-rosa,Industrial,"R$ 24.094,00"
2017,4,Santos/Guarujá,Corvina,Artesanal,"R$ 4.094,13"
2017,4,Santos/Guarujá,Corvina,Industrial,"R$ 301.486,50"
2017,4,Santos/Guarujá,Enchova,Industrial,"R$ 1.650,00"
2017,4,Santos/Guarujá,Espada,Artesanal,"R$ 177,50"
2017,4,Santos/Guarujá,Espada,Industrial,"R$ 11.477,98"
2017,4,Santos/Guarujá,Galo,Artesanal,"R$ 287,50"
2017,4,Santos/Guarujá,Galo,Industrial,"R$ 5.675,00"
2017,4,Santos/Guarujá,Galo-de-penacho,Industrial,"R$ 440,00"
2017,4,Santos/Guarujá,Garoupa,Artesanal,"R$ 66,25"
2017,4,Santos/Guarujá,Goete,Artesanal,"R$ 74,00"
2017,4,Santos/Guarujá,Goete,Industrial,"R$ 90.800,10"
2017,4,Santos/Guarujá,Gordinho,Industrial,"R$ 1.544,00"
2017,4,Santos/Guarujá,Guaivira,Artesanal,"R$ 3.722,00"
2017,4,Santos/Guarujá,Guaivira,Industrial,"R$ 3.066,75"
2017,4,Santos/Guarujá,Lagostim,Industrial,"R$ 23.440,00"
2017,4,Santos/Guarujá,Linguado-areia,Industrial,"R$ 24.862,03"
2017,4,Santos/Guarujá,Lula,Industrial,"R$ 11.112,00"
2017,4,Santos/Guarujá,Machote,Artesanal,"R$ 285,00"
2017,4,Santos/Guarujá,Maria-luíza,Artesanal,"R$ 120,00"
2017,4,Santos/Guarujá,Maria-mole,Industrial,"R$ 7.899,10"
2017,4,Santos/Guarujá,Merluza,Industrial,"R$ 15.240,00"
2017,4,Santos/Guarujá,Mexilhão,Artesanal,"R$ 3.687,50"
2017,4,Santos/Guarujá,Miraguaia,Artesanal,"R$ 580,00"
2017,4,Santos/Guarujá,Mistura,Artesanal,"R$ 1.144,25"
2017,4,Santos/Guarujá,Mistura,Industrial,"R$ 23.944,03"
2017,4,Santos/Guarujá,Namorado,Industrial,"R$ 1.572,00"
2017,4,Santos/Guarujá,Olho-de-cão,Industrial,"R$ 8.752,25"
2017,4,Santos/Guarujá,Oveva,Artesanal,"R$ 393,75"
2017,4,Santos/Guarujá,Oveva,Industrial,"R$ 1.242,50"
2017,4,Santos/Guarujá,Palombeta,Industrial,"R$ 4.440,00"
2017,4,Santos/Guarujá,Pampo,Artesanal,"R$ 356,50"
2017,4,Santos/Guarujá,Pampo,Industrial,"R$ 2.330,00"
2017,4,Santos/Guarujá,Paru,Artesanal,"R$ 32,50"
2017,4,Santos/Guarujá,Paru,Industrial,"R$ 1.514,50"
2017,4,Santos/Guarujá,Pescada-amarela,Artesanal,"R$ 342,00"
2017,4,Santos/Guarujá,Pescada-branca,Artesanal,"R$ 1.650,00"
2017,4,Santos/Guarujá,Pescada-branca,Industrial,"R$ 45.030,75"
2017,4,Santos/Guarujá,Pescada-cambucu,Artesanal,"R$ 90,00"
2017,4,Santos/Guarujá,Pescada-cambucu,Industrial,"R$ 6.696,00"
2017,4,Santos/Guarujá,Pescada-foguete,Artesanal,"R$ 36.964,38"
2017,4,Santos/Guarujá,Pescada-foguete,Industrial,"R$ 70.247,00"
2017,4,Santos/Guarujá,Polvo,Artesanal,"R$ 175,00"
2017,4,Santos/Guarujá,Polvo,Industrial,"R$ 356.928,00"
2017,4,Santos/Guarujá,Porco,Industrial,"R$ 17.158,50"
2017,4,Santos/Guarujá,Raias agrupadas,Artesanal,"R$ 30,00"
2017,4,Santos/Guarujá,Raias agrupadas,Industrial,"R$ 10.010,00"
2017,4,Santos/Guarujá,Robalo-flecha,Artesanal,"R$ 740,00"
2017,4,Santos/Guarujá,Robalo-peva,Artesanal,"R$ 1.500,00"
2017,4,Santos/Guarujá,Robalo-peva,Industrial,"R$ 9.635,75"
2017,4,Santos/Guarujá,Roncador,Industrial,"R$ 7.711,00"
2017,4,Santos/Guarujá,Sapateira,Industrial,"R$ 1.470,00"
2017,4,Santos/Guarujá,Sardinha-verdadeira,Industrial,"R$ 342.785,00"
2017,4,Santos/Guarujá,Sargo,Artesanal,"R$ 308,75"
2017,4,Santos/Guarujá,Savelha,Industrial,"R$ 6.000,00"
2017,4,Santos/Guarujá,Sororoca,Artesanal,"R$ 157,50"
2017,4,Santos/Guarujá,Sororoca,Industrial,"R$ 190,00"
2017,4,Santos/Guarujá,Tainha,Artesanal,"R$ 18.426,00"
2017,4,Santos/Guarujá,Xaréu,Artesanal,"R$ 221,00"
2017,4,Santos/Guarujá,,Artesanal,"R$ 0,00"
2017,5,Santos/Guarujá,Abrótea,Industrial,"R$ 29.484,83"
2017,5,Santos/Guarujá,Agulhão-branco,Industrial,"R$ 4.050,00"
2017,5,Santos/Guarujá,Albacora-branca,Industrial,"R$ 5.475,00"
2017,5,Santos/Guarujá,Anequim,Industrial,"R$ 71.550,00"
2017,5,Santos/Guarujá,Bagre-branco,Industrial,"R$ 14.638,00"
2017,5,Santos/Guarujá,Baiacu,Industrial,"R$ 272,00"
2017,5,Santos/Guarujá,Betara,Artesanal,"R$ 847,50"
2017,5,Santos/Guarujá,Betara,Industrial,"R$ 52.400,75"
2017,5,Santos/Guarujá,Bicuda,Industrial,"R$ 3.291,50"
2017,5,Santos/Guarujá,Cabrinha,Industrial,"R$ 27.268,93"
2017,5,Santos/Guarujá,Cação-azul,Industrial,"R$ 135.700,00"
2017,5,Santos/Guarujá,Cação-rola-rola,Artesanal,"R$ 381,25"
2017,5,Santos/Guarujá,Cações agrupados,Industrial,"R$ 5.992,00"
2017,5,Santos/Guarujá,Camarão-cristalino,Industrial,"R$ 1.020,00"
2017,5,Santos/Guarujá,Camarão-legítimo,Artesanal,"R$ 750,00"
2017,5,Santos/Guarujá,Camarão-legítimo,Industrial,"R$ 1.085,00"
2017,5,Santos/Guarujá,Camarão-sete-barbas,Artesanal,"R$ 150,00"
2017,5,Santos/Guarujá,Cangoá,Artesanal,"R$ 90,00"
2017,5,Santos/Guarujá,Caranguejo-uçá,Artesanal,"R$ 19.041,00"
2017,5,Santos/Guarujá,Carapau,Artesanal,"R$ 47,75"
2017,5,Santos/Guarujá,Carapau,Industrial,"R$ 1.467,50"
2017,5,Santos/Guarujá,Carapeba,Industrial,"R$ 110,00"
2017,5,Santos/Guarujá,Caratinga,Artesanal,"R$ 13,75"
2017,5,Santos/Guarujá,Caratinga,Industrial,"R$ 141,88"
2017,5,Santos/Guarujá,Castanha,Industrial,"R$ 17.457,77"
2017,5,Santos/Guarujá,Cherne-verdadeiro,Industrial,"R$ 775,50"
2017,5,Santos/Guarujá,Congro,Industrial,"R$ 488,00"
2017,5,Santos/Guarujá,Congro-rosa,Industrial,"R$ 64.936,50"
2017,5,Santos/Guarujá,Corvina,Artesanal,"R$ 2.985,25"
2017,5,Santos/Guarujá,Corvina,Industrial,"R$ 656.102,41"
2017,5,Santos/Guarujá,Dourado,Industrial,"R$ 1.920,00"
2017,5,Santos/Guarujá,Enchova-preta,Industrial,"R$ 580,00"
2017,5,Santos/Guarujá,Espada,Artesanal,"R$ 422,50"
2017,5,Santos/Guarujá,Espada,Industrial,"R$ 15.653,13"
2017,5,Santos/Guarujá,Espadarte,Industrial,"R$ 274.000,00"
2017,5,Santos/Guarujá,Galo,Artesanal,"R$ 1.108,00"
2017,5,Santos/Guarujá,Galo,Industrial,"R$ 24.718,00"
2017,5,Santos/Guarujá,Goete,Artesanal,"R$ 80,00"
2017,5,Santos/Guarujá,Goete,Industrial,"R$ 208.862,88"
2017,5,Santos/Guarujá,Gordinho,Industrial,"R$ 13.670,20"
2017,5,Santos/Guarujá,Guaivira,Artesanal,"R$ 1.855,00"
